"Interval start","Graph 1"
"145.000","151301"
"146.000","146006"
"147.000","153439"
"148.000","144032"
"149.000","136020"
"150.000","106344"
"151.000","139874"
"152.000","115732"
"153.000","88509"
"154.000","134273"
"155.000","125594"
"156.000","123951"
"157.000","137640"
"158.000","123783"
"159.000","110614"
"160.000","123618"
"161.000","111166"
"162.000","108656"
"163.000","128388"
"164.000","116223"
"165.000","111082"
"166.000","117584"
"167.000","98377"
"168.000","103234"
"169.000","133855"
"170.000","99242"
"171.000","81574"
"172.000","110307"
"173.000","132792"
"174.000","115834"
"175.000","145507"
"176.000","136171"
"177.000","100210"
"178.000","78302"
"179.000","118325"
"180.000","128144"
"181.000","86567"
"182.000","81621"
"183.000","132241"
"184.000","128761"
"185.000","93684"
"186.000","84967"
"187.000","130391"
"188.000","137143"
"189.000","140559"
"190.000","138390"
"191.000","131282"
"192.000","148054"
"193.000","151398"
"194.000","143255"
"195.000","137021"
"196.000","144598"
"197.000","154405"
"198.000","151855"
"199.000","147182"
"200.000","149706"
"201.000","146733"
"202.000","134454"
"203.000","142680"
"204.000","140791"
"205.000","142312"
"206.000","143311"
"207.000","147035"
"208.000","136432"
"209.000","148316"
"210.000","153930"
"211.000","138380"
"212.000","123707"
"213.000","131833"
"214.000","85957"
"215.000","124926"
"216.000","139886"
"217.000","127867"
"218.000","91122"
"219.000","121901"
"220.000","132201"
"221.000","120495"
"222.000","89372"
"223.000","139104"
"224.000","139692"
"225.000","119238"
"226.000","126513"
"227.000","140502"
"228.000","137521"
"229.000","141130"
"230.000","149129"
"231.000","144300"
"232.000","142356"
"233.000","118715"
"234.000","140445"
"235.000","137126"
"236.000","144529"
"237.000","150309"
"238.000","144845"
"239.000","147901"
"240.000","152688"
"241.000","144282"
"242.000","153979"
"243.000","154863"
"244.000","150771"
"245.000","158940"
"246.000","160616"
"247.000","154915"
"248.000","155675"
"249.000","151172"
"250.000","150260"
"251.000","155169"
"252.000","153879"
"253.000","162470"
"254.000","159154"
"255.000","157505"
"256.000","147348"
"257.000","152294"
"258.000","158401"
"259.000","155828"
"260.000","153930"
"261.000","160891"
"262.000","154997"
"263.000","149773"
"264.000","151526"
"265.000","146842"
"266.000","154978"
"267.000","156416"
"268.000","149406"
"269.000","159015"
"270.000","157900"
"271.000","156966"
"272.000","155069"
"273.000","156776"
"274.000","150355"
"275.000","155463"
"276.000","159112"
"277.000","158930"
"278.000","157220"
"279.000","158805"
"280.000","151557"
"281.000","155400"
"282.000","155754"
"283.000","158086"
"284.000","158766"
"285.000","158443"
"286.000","149841"
"287.000","158050"
"288.000","153579"
"289.000","156810"
"290.000","156878"
"291.000","156160"
"292.000","152954"
"293.000","154093"
"294.000","135794"
"295.000","124042"
"296.000","136317"
"297.000","152708"
"298.000","148855"
"299.000","154024"
"300.000","159343"
"301.000","158942"
"302.000","156001"
"303.000","155796"
"304.000","150132"
"305.000","156098"
"306.000","159233"
"307.000","155773"
"308.000","160352"
"309.000","159106"
"310.000","153034"
"311.000","156086"
"312.000","156822"
"313.000","157371"
"314.000","156380"
"315.000","158956"
"316.000","152574"
"317.000","155328"
"318.000","158143"
"319.000","153299"
"320.000","156033"
"321.000","155183"
"322.000","151665"
"323.000","158319"
"324.000","159358"
"325.000","158774"
"326.000","158246"
"327.000","156854"
"328.000","117023"
"329.000","1300"
"330.000","306"
"331.000","46"
"332.000","52"
"333.000","984"
"334.000","440"
