"Interval start","Graph 1"
"211.000","6650"
"212.000","6613"
"213.000","7038"
"214.000","6821"
"215.000","6650"
"216.000","6613"
"217.000","6858"
"218.000","6613"
"219.000","7426"
"220.000","7209"
"221.000","6650"
"222.000","6613"
"223.000","7038"
"224.000","6821"
"225.000","6650"
"226.000","6613"
"227.000","6858"
"228.000","6613"
"229.000","7426"
"230.000","7291"
"231.000","6732"
"232.000","6613"
"233.000","7120"
"234.000","6821"
"235.000","6650"
"236.000","6613"
"237.000","6858"
"238.000","6613"
"239.000","7426"
"240.000","7209"
"241.000","6650"
"242.000","6613"
"243.000","7038"
"244.000","6821"
"245.000","6650"
"246.000","6613"
"247.000","6858"
"248.000","6613"
"249.000","7426"
"250.000","7209"
"251.000","6650"
"252.000","6695"
"253.000","6732"
"254.000","7291"
"255.000","6650"
"256.000","6613"
"257.000","6858"
"258.000","6613"
"259.000","7426"
"260.000","7597"
"261.000","6742"
"262.000","6705"
"263.000","6598"
"264.000","7261"
"265.000","6650"
"266.000","6613"
"267.000","6806"
"268.000","6665"
"269.000","7426"
"270.000","7209"
"271.000","6598"
"272.000","6665"
"273.000","6650"
"274.000","7291"
"275.000","6598"
"276.000","6829"
"277.000","6858"
"278.000","6613"
"279.000","7426"
"280.000","6821"
"281.000","7038"
"282.000","6613"
"283.000","6650"
"284.000","7209"
"285.000","6650"
"286.000","6613"
"287.000","6858"
"288.000","6613"
"289.000","7426"
"290.000","6821"
"291.000","7038"
"292.000","6613"
"293.000","6650"
"294.000","7209"
"295.000","6650"
"296.000","6695"
"297.000","6940"
"298.000","6613"
"299.000","7508"
"300.000","6821"
"301.000","7038"
"302.000","6613"
"303.000","6650"
"304.000","7699"
"305.000","6890"
"306.000","6797"
"307.000","7096"
"308.000","6613"
"309.000","7038"
"310.000","7209"
"311.000","7144"
"312.000","6856"
"313.000","6650"
"314.000","7209"
"315.000","6650"
"316.000","6613"
"317.000","6858"
"318.000","6695"
"319.000","7508"
"320.000","7383"
"321.000","7130"
"322.000","6613"
"323.000","6650"
"324.000","7209"
"325.000","6650"
"326.000","6613"
"327.000","6858"
"328.000","0"
"329.000","440"
"330.000","388"
"331.000","596"
